ID da atividade,Data da atividade,Nome da atividade,Tipo de atividade,Descrição da atividade,Tempo decorrido,Distância,Frequência cardíaca máxima,Esforço relativo,Deslocamento,Observação privada da atividade,Equipamento da atividade,Nome do arquivo,Peso do atleta,Peso da bicicleta,Tempo decorrido,Tempo de movimentação,Distância,Velocidade máx.,Velocidade média,Ganho de elevação,Perda de elevação,Elevação mínima,Elevação máxima,Inclinação máxima,Inclinação média,Inclinação positiva média,Inclinação negativa média,Cadência máxima,Cadência média,Frequência cardíaca máxima,Frequência cardíaca média,Máximo de watts,Média de watts,Calorias,Temperatura máxima,Temperatura média,Esforço relativo,Total de trabalho,Número de corridas,Tempo de subida,Tempo de descida,Outro tempo,Percepção de esforço,Tipo,Hora de início,Média ponderada de potência,Contagem de potência,Usar Percepção de esforço,Percepção de esforço relativo,Deslocamento,Peso total levantado,Da atividade carregada,Distância ajustada à inclinação,Tempo de observação do clima,Condição climática,Temperatura atmosférica,Temperatura aparente,Ponto de orvalho,Umidade,Pressão atmosférica,Velocidade do vento,Rajada de vento,Direção do vento,Intensidade da precipitação,Hora do nascer do sol,Hora do pôr do sol,Fase da lua,Bicicleta,Equipamento,Probabilidade de precipitação,Tipo de precipitação,Nebulosidade,Visibilidade,Índice UV,Previsão de ozônio,Contagem de pulos,Garra total,Fluxo médio,Sinalizado,Velocidade média (tempo decorrido),Distância na terra,Distância recém-explorada,Distância de terra recém-explorada,Contagem de atividades,Total de passos,Economia de carbono,Extensão da piscina,Carga de treinamento,Intensidade,Ritmo Ajustado à inclinação média,Tempo do temporizador,Total de ciclos,Recuperação,Com animal de estimação,Competição,Corrida longa,Por uma causa,Com criança,Distância da descida,Total de séries,Total de repetições,Mídia
10891503394,"4 de mar. de 2024, 21:30:24",Noite Passeio,Pedalada,,4495,"26,12",,,false,,Show Gravel,activities/11642150588.fit.gz,,11.0,4495.0,4462.0,26126.3,13.954,5.855,387.0,412.0,758.0,835.0,41.9,0.0,,,111.0,70.0,,0.0,,225.0,922.0,,25.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,5.812,276.1,,,,,,,,,,,,,,,,,,,,,""
10919184769,"4 de mar. de 2024, 21:29:20",Evening Workout,Treino,,4580,0,,,false,,,activities/11675649930.fit.gz,,,4580.0,4580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,762.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10919184745,"4 de mar. de 2024, 19:55:55",Afternoon Weight Training,Treinamento com peso,,3194,0,,,false,,,activities/11675649901.fit.gz,,,3194.0,3194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,206.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10919184735,"3 de mar. de 2024, 22:10:52",Evening Run,Corrida,,1768,"5,01",,,false,,Olympikus Corre 1 Corre 1,activities/11675649868.fit.gz,,,1768.0,1733.0,5013.2,4.48,2.893,46.0,81.0,757.4,780.1,12.3,-0.2,,,,,,,,,328.0,,,,,,,,,,,,,,,,0.0,,1.0,5105.1,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.836,1101.0,,,,,,,,,,,,,,,,,,,,,""
10858055501,"28 de fev. de 2024, 22:07:42",Evening Run,Corrida,"",2165,"5,51",,,false,,Olympikus Corre 1 Corre 1,activities/11606305478.fit.gz,,,2165.0,2024.0,5512.8,4.06,2.724,129.0,132.0,778.4,822.9,33.0,0.0,,,,,,,,,407.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5946.8,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.546,0.0,,,,,,,,,,,,,,,,,,,,,media/75e3bcc5-8266-480e-94d2-276580817a6e.jpg
10843522075,"26 de fev. de 2024, 21:26:12",Evening Run,Corrida,,1357,"4,00",,,false,,Olympikus Corre 1 Corre 1,activities/11591369576.fit.gz,,,1357.0,1351.0,4008.1,4.042,2.967,20.3,41.0,757.4,780.1,14.7,-0.2,,,,,,,,,274.0,,,,,,,,,,,,,,,,0.0,,1.0,4031.7,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.954,694.9,,,,,,,,,,,,,,,,,,,,,""
10843522028,"26 de fev. de 2024, 20:18:55",Afternoon Weight Training,Treinamento com peso,,3337,0,,,false,,,activities/11591369546.fit.gz,,,3337.0,3337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,307.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10837677591,"25 de fev. de 2024, 22:07:32",Evening Run,Corrida,,1373,"4,00",,,false,,Olympikus Corre 1 Corre 1,activities/11585337020.fit.gz,,,1373.0,1358.0,4007.1,4.74,2.951,54.1,67.0,779.4,822.1,29.6,-0.1,,,,,,,,,278.0,,,,,,,,,,,,,,,,0.0,,1.0,4151.4,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.918,0.0,,,,,,,,,,,,,,,,,,,,,""
10837677590,"23 de fev. de 2024, 22:07:44",Evening Ride,Pedalada,,1977,"0,26",,,false,,Show Gravel,activities/11585337036.fit.gz,,11.0,1977.0,1977.0,260.0,2.4,0.132,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,353.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,0.132,0.0,,,,,,,,,,,,,,,,,,,,,""
10829832388,"19 de fev. de 2024, 11:31:45",Morning Weight Training,Treinamento com peso,,3938,0,,,false,,,activities/11577120888.fit.gz,,,3938.0,3938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,280.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10829832390,"18 de fev. de 2024, 23:25:01",Evening Run,Corrida,,1786,"5,02",,,false,,Olympikus Corre 1 Corre 1,activities/11577120872.fit.gz,,,1786.0,1776.0,5024.0,3.7,2.829,37.4,85.0,757.4,780.1,13.1,0.0,,,,,,,,,341.0,,,,,,,,,,,,,,,,0.0,,1.0,5100.1,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.813,1066.1,,,,,,,,,,,,,,,,,,,,,""
10792231858,"16 de fev. de 2024, 19:28:49",Afternoon Weight Training,Treinamento com peso,,4603,0,,,false,,,activities/11538459292.fit.gz,,,4603.0,4603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,325.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10771985690,"13 de fev. de 2024, 22:06:48",Evening Ride,Pedalada,,156,"0,01",,,false,,Show Gravel,activities/11517480330.fit.gz,,11.0,156.0,156.0,14.0,2.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,0.09,0.0,,,,,,,,,,,,,,,,,,,,,""
10771985659,"13 de fev. de 2024, 21:07:05",Evening Run,Corrida,,1728,"5,01",,,false,,Olympikus Corre 1 Corre 1,activities/11517480270.fit.gz,,,1728.0,1721.0,5012.1,4.16,2.912,25.6,56.0,757.4,781.6,19.5,-0.2,,,,,,,,,345.0,,,,,,,,,,,,,,,,0.0,,1.0,5049.5,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.901,649.4,,,,,,,,,,,,,,,,,,,,,""
10771985617,"13 de fev. de 2024, 10:35:52",Morning Weight Training,Treinamento com peso,,3502,0,,,false,,,activities/11517480233.fit.gz,,,3502.0,3502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,212.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10771985668,"12 de fev. de 2024, 10:56:14",Morning Weight Training,Treinamento com peso,,3936,0,,,false,,,activities/11517480305.fit.gz,,,3936.0,3936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,314.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10743780684,"11 de fev. de 2024, 21:06:33",Evening Run,Corrida,,1720,"5,01",,,false,,Olympikus Corre 1 Corre 1,activities/11488444209.fit.gz,,,1720.0,1717.0,5014.8,4.14,2.921,39.9,72.0,759.0,802.9,19.7,-0.2,,,,,,,,,329.0,,,,,,,,,,,,,,,,0.0,,1.0,5067.8,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.916,552.9,,,,,,,,,,,,,,,,,,,,,""
10743836265,"5 de fev. de 2024, 19:42:19",Afternoon Weight Training,Treinamento com peso,,4200,0,,,false,,,activities/11488501185.fit.gz,,,4200.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,162.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10743836249,"4 de fev. de 2024, 21:34:43",Evening Ride,Pedalada,,3732,"1,07",,,false,,Show Gravel,activities/11488501147.fit.gz,,11.0,3732.0,3732.0,1070.0,2.4,0.287,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,511.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,0.287,0.0,,,,,,,,,,,,,,,,,,,,,""
10690360243,"3 de fev. de 2024, 20:55:01",Afternoon Ride,Pedalada,,1861,"1,01",,,false,,Show Gravel,activities/11433226573.fit.gz,,11.0,1861.0,1861.0,1018.0,2.4,0.547,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,289.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,0.547,0.0,,,,,,,,,,,,,,,,,,,,,""
10683418167,"2 de fev. de 2024, 21:45:06",Evening Run,Corrida,,2254,"7,55",,,false,,Olympikus Corre 1 Corre 1,activities/11426050858.fit.gz,,,2254.0,2254.0,7551.0,5.54,3.35,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,383.0,,,,,,,,,,,,,,,,0.0,,1.0,7551.7,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,3.35,0.0,,,,,,,,,,,,,,,,,,,,,""
10683418134,"2 de fev. de 2024, 20:56:31",Afternoon Weight Training,Treinamento com peso,,2827,0,,,false,,,activities/11426050838.fit.gz,,,2827.0,2827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,151.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10683418212,"2 de fev. de 2024, 00:04:53",Night Ride,Pedalada,,417,"2,62",,,false,,Show Gravel,activities/11426050896.fit.gz,,11.0,417.0,417.0,2624.0,10.6,6.293,23.7,61.0,762.5,798.7,23.8,-0.4,,,,,,,,202.0,51.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,6.293,556.0,,,,,,,,,,,,,,,,,,,,,""
10683418196,"31 de jan. de 2024, 22:31:45",Evening Ride,Pedalada,,2741,"0,79",,,false,,Show Gravel,activities/11426050874.fit.gz,,11.0,2741.0,2741.0,789.0,3.6,0.288,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,404.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,0.288,0.0,,,,,,,,,,,,,,,,,,,,,""
10663991710,"30 de jan. de 2024, 22:15:36",Evening Ride,Pedalada,,2497,"0,64",,,false,,Show Gravel,activities/11406126689.fit.gz,,11.0,2497.0,2497.0,642.0,3.2,0.257,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,455.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,0.257,0.0,,,,,,,,,,,,,,,,,,,,,""
10663991728,"30 de jan. de 2024, 20:38:16",Afternoon Weight Training,Treinamento com peso,,3762,0,,,false,,,activities/11406126711.fit.gz,,,3762.0,3762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,147.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10657021983,"29 de jan. de 2024, 23:17:53",Evening Run,Corrida,,1042,"4,01",,,false,,Olympikus Corre 1 Corre 1,activities/11398972108.fit.gz,,,1042.0,1042.0,4016.0,4.66,3.854,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,211.0,,,,,,,,,,,,,,,,0.0,,1.0,4016.2,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,3.854,0.0,,,,,,,,,,,,,,,,,,,,,""
10657021949,"29 de jan. de 2024, 22:28:54",Evening Weight Training,Treinamento com peso,,2737,0,,,false,,,activities/11398972061.fit.gz,,,2737.0,2737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,197.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10657065507,"27 de jan. de 2024, 21:22:31",Evening Ride,Pedalada,,903,"0,05",,,false,,Show Gravel,activities/11399016455.fit.gz,,11.0,903.0,903.0,51.0,2.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,170.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,0.056,0.0,,,,,,,,,,,,,,,,,,,,,""
10657065484,"27 de jan. de 2024, 21:17:05",Evening Ride,Pedalada,,176,"0,01",,,false,,Show Gravel,activities/11399016439.fit.gz,,11.0,176.0,176.0,11.0,1.8,0.063,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,0.063,0.0,,,,,,,,,,,,,,,,,,,,,""
10657065468,"26 de jan. de 2024, 21:26:47",Evening Run,Corrida,,1326,"5,02",,,false,,Olympikus Corre 1 Corre 1,activities/11399016412.fit.gz,,,1326.0,1326.0,5021.0,4.96,3.787,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,258.0,,,,,,,,,,,,,,,,0.0,,1.0,5021.0,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,3.787,0.0,,,,,,,,,,,,,,,,,,,,,""
10657065457,"26 de jan. de 2024, 20:29:37",Afternoon Weight Training,Treinamento com peso,,3316,0,,,false,,,activities/11399016378.fit.gz,,,3316.0,3316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,209.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10609889132,"22 de jan. de 2024, 20:29:03",Atividade vespertina,Treinamento com peso,,4798,0,,,false,,,activities/10609889132.gpx,,,4798.0,4798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10600260073,"21 de jan. de 2024, 09:58:12",Morning Run,Corrida,,2606,"7,25",,,false,,Olympikus Corre 1 Corre 1,activities/11340370096.fit.gz,,,2606.0,2603.0,7250.1,4.74,2.785,123.2,1383.0,869.3,902.0,8.6,0.0,,,,,,,,,499.0,,,,,,,,,,,,,,,,0.0,,1.0,7463.1,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.782,0.0,,,,,,,,,,,,,,,,,,,,,""
10579525488,"17 de jan. de 2024, 09:44:16",Morning Weight Training,Treinamento com peso,,3283,0,,,false,,,activities/11318986031.fit.gz,,,3283.0,3283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,281.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10572442702,"16 de jan. de 2024, 21:16:21",Evening Run,Corrida,,1780,"4,79",,,false,,Olympikus Corre 1 Corre 1,activities/11311600024.fit.gz,,,1780.0,1733.0,4796.5,4.46,2.768,32.3,220.0,779.3,785.1,10.8,0.0,,,,,,,,,358.0,,,,,,,,,,,,,,,,0.0,,1.0,4837.2,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.695,0.0,,,,,,,,,,,,,,,,,,,,,""
10572492916,"15 de jan. de 2024, 21:14:20",Evening Run,Corrida,,1009,"3,68",,,false,,Olympikus Corre 1 Corre 1,activities/11311650942.fit.gz,,,1009.0,1009.0,3683.0,4.94,3.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,201.0,,,,,,,,,,,,,,,,0.0,,1.0,3683.4,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,3.65,0.0,,,,,,,,,,,,,,,,,,,,,""
10572493186,"15 de jan. de 2024, 20:01:26",Afternoon Weight Training,Treinamento com peso,,4323,0,,,false,,,activities/11311651252.fit.gz,,,4323.0,4323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,263.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10572493202,"12 de jan. de 2024, 11:01:42",Morning Weight Training,Treinamento com peso,,23852,0,,,false,,,activities/11311651204.fit.gz,,,23852.0,23852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,262.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10572493101,"12 de jan. de 2024, 09:56:12",Morning Weight Training,Treinamento com peso,,3063,0,,,false,,,activities/11311651143.fit.gz,,,3063.0,3063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,86.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10572493139,"10 de jan. de 2024, 10:46:18",Morning Weight Training,Treinamento com peso,,5753,0,,,false,,,activities/11311651104.fit.gz,,,5753.0,5753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,183.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10572493116,"9 de jan. de 2024, 22:44:42",Evening Ride,Pedalada,,3471,"18,95",,,false,,Show Gravel,activities/11311651064.fit.gz,,11.0,3471.0,3283.0,18950.0,14.0,5.772,305.6,2968.0,757.4,842.8,47.5,0.0,,,,,,,,205.0,543.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,5.46,0.0,,,,,,,,,,,,,,,,,,,,,""
10572493326,"8 de jan. de 2024, 21:44:46",Evening Run,Corrida,,335,"1,20",,,false,,Olympikus Corre 1 Corre 1,activities/11311651024.fit.gz,,,335.0,335.0,1207.0,4.54,3.603,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,57.0,,,,,,,,,,,,,,,,0.0,,1.0,1207.3,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,3.603,0.0,,,,,,,,,,,,,,,,,,,,,""
10572492970,"8 de jan. de 2024, 20:22:23",Afternoon Weight Training,Treinamento com peso,,4865,0,,,false,,,activities/11311651003.fit.gz,,,4865.0,4865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,292.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10572492983,"7 de jan. de 2024, 21:10:31",Evening Run,Corrida,,1805,"5,01",,,false,,Olympikus Corre 1 Corre 1,activities/11311650975.fit.gz,,,1805.0,1770.0,5009.9,4.76,2.83,18.8,468.0,762.5,781.7,17.7,0.0,,,,,,,,,329.0,,,,,,,,,,,,,,,,0.0,,1.0,5043.6,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.776,587.5,,,,,,,,,,,,,,,,,,,,,""
10498206191,"5 de jan. de 2024, 09:30:07",Morning Run,Corrida,"",6098,"15,00",,,false,,Olympikus Corre 1 Corre 1,activities/11233788306.fit.gz,,,6098.0,5993.0,15005.2,3.402,2.504,72.0,1904.0,266.1,326.5,40.5,-0.1,,,,,,,,,982.0,,,,,,,,,7.0,,,,,0.0,191.0,0.0,,1.0,15071.0,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.461,1423.4,,,,,,,,,,,,,,,,,,,,,media/7074ae67-56ca-4acc-86f8-377af8bda46e.jpg
10498206031,"4 de jan. de 2024, 14:16:14",Lunch Weight Training,Treinamento com peso,,7522,0,,,false,,,activities/11233788243.fit.gz,,,7522.0,7522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,145.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10491594401,"3 de jan. de 2024, 23:50:08",Evening Run,Corrida,,2000,"6,00",,,false,,Olympikus Corre 1 Corre 1,activities/11226894509.fit.gz,,,2000.0,1994.0,6006.8,4.08,3.012,30.6,337.0,261.5,285.7,13.2,0.0,,,,,,,,,378.0,,,,,,,,,,,,,,,,0.0,,1.0,6050.1,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,3.003,17.0,,,,,,,,,,,,,,,,,,,,,""
10491594301,"3 de jan. de 2024, 13:19:17",Morning Weight Training,Treinamento com peso,,5479,0,,,false,,,activities/11226894468.fit.gz,,,5479.0,5479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,59.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10491594428,"2 de jan. de 2024, 09:16:10",Morning Weight Training,Treinamento com peso,,6462,0,,,false,,,activities/11226894549.fit.gz,,,6462.0,6462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,289.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10466721054,"31 de dez. de 2023, 09:06:57",Morning Run,Corrida,"",4464,"12,00",,,false,,Olympikus Corre 1 Corre 1,activities/11201051992.fit.gz,,,4464.0,4287.0,12007.2,3.88,2.801,165.6,1870.0,266.2,302.4,11.4,0.0,,,,,,,,,799.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,12281.8,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.69,8667.1,,,,,,,,,,,,,,,,,,,,,media/d9aa4e54-9658-41d4-b879-ed0e65125193.jpg
10466720973,"30 de dez. de 2023, 13:46:15",Morning Weight Training,Treinamento com peso,,3675,0,,,false,,,activities/11201052038.fit.gz,,,3675.0,3675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,360.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10459022330,"29 de dez. de 2023, 23:17:52",Evening Run,Corrida,"",2043,"6,00",,,false,,Olympikus Corre 1 Corre 1,activities/11193039786.fit.gz,,,2043.0,2040.0,6005.0,4.02,2.944,31.2,631.0,-206.5,286.5,11.1,0.0,,,,,,,,,406.0,,,,,,,,,6.0,,,,,0.0,53.0,0.0,,1.0,6047.0,,,,,,,,,,,,,,,,11197800.0,,,,,,,,,,0.0,2.939,16.9,,,,,,,,,,,,,,,,,,,,,""
10459022280,"29 de dez. de 2023, 12:45:17",Morning Weight Training,Treinamento com peso,,6169,0,,,false,,,activities/11193039761.fit.gz,,,6169.0,6169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,488.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10459056102,"28 de dez. de 2023, 13:06:41",Morning Weight Training,Treinamento com peso,,5948,0,,,false,,,activities/11193074601.fit.gz,,,5948.0,5948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,195.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10459056089,"27 de dez. de 2023, 10:59:48",Morning Weight Training,Treinamento com peso,,5706,0,,,false,,,activities/11193074584.fit.gz,,,5706.0,5706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,218.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,""
10442282982,"26 de dez. de 2023, 21:01:29",Evening Ride,Pedalada,,10436,"32,72",,,false,,Show Gravel,activities/11175679799.fit.gz,,11.0,10436.0,6690.0,32721.0,14.4,4.891,424.9,27241.0,742.3,820.0,25.0,0.0,,,,,,,,155.0,792.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,3.135,2094.3,,,,,,,,,,,,,,,,,,,,,""
10442282863,"26 de dez. de 2023, 18:55:00",Afternoon Ride,Pedalada,,3372,"5,76",,,false,,Show Gravel,activities/11175679753.fit.gz,,11.0,3372.0,1288.0,5759.0,14.0,4.471,128.4,1109.0,762.7,824.8,44.3,0.1,,,,,,,,173.0,134.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,10641974.0,,,,,,,,,,,0.0,1.708,14.0,,,,,,,,,,,,,,,,,,,,,""
